date;country;risk;title;fake;supChainName;location;typeOfTransport
06.03.2022;London;Trade Tensions;"[""Ukraine: 'We try to tell them the truth'-parenting in wartime"", 'The young Ukrainians battling pro-Russian trolls', ""BBC Ukrainian editor: 'My mother called to say she'd managed to buy bread'"", 'War in Ukraine: Russian invasion fuels Finnish support for Nato', 'Ukraine crisis: The West fights back against Putin the disruptor', 'Mariupol: Fires, no water, and bodies in the street', 'Ukraine maps: New agreed ceasefire breaks down in south', 'Ukraine invasion: Military couple marry on the front line', 'Ukraine invasion: Military couple marry on the frontline', 'Russian gymnast investigated for wearing pro-war symbol', 'Russian gymnast Ivan Kuliak investigated for wearing pro-war symbol on podium next to Ukrainian', 'Russian gymnast investigated for wearing pro-war symbol on podium next to Ukrainian', 'Ukraine conflict: Your guide to understanding day 11', 'War in Ukraine: Taking cover in a town under attack', 'Protests across Russia see thousands detained', 'Ukraine: With placards and tears, Poles are greeting refugees like family']";No;;;
06.03.2022;London;Political Instability;"[""Ukraine: 'We try to tell them the truth'-parenting in wartime"", 'The young Ukrainians battling pro-Russian trolls', ""BBC Ukrainian editor: 'My mother called to say she'd managed to buy bread'"", 'War in Ukraine: Russian invasion fuels Finnish support for Nato', 'Ukraine crisis: The West fights back against Putin the disruptor', 'Mariupol: Fires, no water, and bodies in the street', 'Ukraine maps: New agreed ceasefire breaks down in south', 'Ukraine invasion: Military couple marry on the front line', 'Ukraine invasion: Military couple marry on the frontline', 'Russian gymnast investigated for wearing pro-war symbol', 'Russian gymnast Ivan Kuliak investigated for wearing pro-war symbol on podium next to Ukrainian', 'Russian gymnast investigated for wearing pro-war symbol on podium next to Ukrainian', 'Ukraine conflict: Your guide to understanding day 11', 'War in Ukraine: Taking cover in a town under attack', 'Protests across Russia see thousands detained', 'Ukraine: With placards and tears, Poles are greeting refugees like family']";No;;;
07.03.2022;Ukraine;Trade Tensions;"[""Ukraine invasion: Volunteers 'working on autopilot'"", 'Ukraine invasion: The children with cancer fleeing war at home', 'Twitter is part of our war effort-Ukraine minister', 'TikTok limits services as Netflix pulls out of Russia', ""Ukraine war 'catastrophic for global food'"", 'Ukraine: India doctor stranded with a jaguar and panther', ""The Papers: 'Running for their lives' as terror 'rains down'"", ""Ukraine: Irish medical student 'blocking out dangers' in Sumy"", 'Ukraine: Angry Zelensky vows to punish Russian atrocities', 'Ukraine war: UK grants 50 Ukrainian refugee visas so far']";No;Bosch Solarpanels;Ukraine;ship
07.03.2022;Ukraine;Political Instability;"[""Ukraine invasion: Volunteers 'working on autopilot'"", 'Ukraine invasion: The children with cancer fleeing war at home', 'Twitter is part of our war effort-Ukraine minister', 'TikTok limits services as Netflix pulls out of Russia', ""Ukraine war 'catastrophic for global food'"", 'Ukraine: India doctor stranded with a jaguar and panther', ""The Papers: 'Running for their lives' as terror 'rains down'"", ""Ukraine: Irish medical student 'blocking out dangers' in Sumy"", 'Ukraine: Angry Zelensky vows to punish Russian atrocities', 'Ukraine war: UK grants 50 Ukrainian refugee visas so far']";No;Bosch Solarpanels;Ukraine;ship
07.03.2022;Ukraine;Economic Sanctions;"[""Ukraine invasion: Volunteers 'working on autopilot'"", 'Ukraine invasion: The children with cancer fleeing war at home', 'Twitter is part of our war effort-Ukraine minister', 'TikTok limits services as Netflix pulls out of Russia', ""Ukraine war 'catastrophic for global food'"", 'Ukraine: India doctor stranded with a jaguar and panther', ""The Papers: 'Running for their lives' as terror 'rains down'"", ""Ukraine: Irish medical student 'blocking out dangers' in Sumy"", 'Ukraine: Angry Zelensky vows to punish Russian atrocities', 'Ukraine war: UK grants 50 Ukrainian refugee visas so far']";No;Bosch Solarpanels;Ukraine;ship
07.03.2022;Ukraine;natural disasters;"[""Ukraine invasion: Volunteers 'working on autopilot'"", 'Ukraine invasion: The children with cancer fleeing war at home', 'Twitter is part of our war effort-Ukraine minister', 'TikTok limits services as Netflix pulls out of Russia', ""Ukraine war 'catastrophic for global food'"", 'Ukraine: India doctor stranded with a jaguar and panther', ""The Papers: 'Running for their lives' as terror 'rains down'"", ""Ukraine: Irish medical student 'blocking out dangers' in Sumy"", 'Ukraine: Angry Zelensky vows to punish Russian atrocities', 'Ukraine war: UK grants 50 Ukrainian refugee visas so far']";No;Bosch Solarpanels;Ukraine;ship
07.03.2022;Ukraine;Conflicts;"[""Ukraine invasion: Volunteers 'working on autopilot'"", 'Ukraine invasion: The children with cancer fleeing war at home', 'Twitter is part of our war effort-Ukraine minister', 'TikTok limits services as Netflix pulls out of Russia', ""Ukraine war 'catastrophic for global food'"", 'Ukraine: India doctor stranded with a jaguar and panther', ""The Papers: 'Running for their lives' as terror 'rains down'"", ""Ukraine: Irish medical student 'blocking out dangers' in Sumy"", 'Ukraine: Angry Zelensky vows to punish Russian atrocities', 'Ukraine war: UK grants 50 Ukrainian refugee visas so far']";No;Bosch Solarpanels;Ukraine;ship
07.03.2022;Ukraine;regulatory changes;"[""Ukraine invasion: Volunteers 'working on autopilot'"", 'Ukraine invasion: The children with cancer fleeing war at home', 'Twitter is part of our war effort-Ukraine minister', 'TikTok limits services as Netflix pulls out of Russia', ""Ukraine war 'catastrophic for global food'"", 'Ukraine: India doctor stranded with a jaguar and panther', ""The Papers: 'Running for their lives' as terror 'rains down'"", ""Ukraine: Irish medical student 'blocking out dangers' in Sumy"", 'Ukraine: Angry Zelensky vows to punish Russian atrocities', 'Ukraine war: UK grants 50 Ukrainian refugee visas so far']";No;Bosch Solarpanels;Ukraine;ship
07.03.2022;Poland;Trade Tensions;"[""Ukraine invasion: Volunteers 'working on autopilot'"", 'Ukraine invasion: The children with cancer fleeing war at home', 'Twitter is part of our war effort-Ukraine minister', 'TikTok limits services as Netflix pulls out of Russia', ""Ukraine war 'catastrophic for global food'"", 'Ukraine: India doctor stranded with a jaguar and panther', ""The Papers: 'Running for their lives' as terror 'rains down'"", ""Ukraine: Irish medical student 'blocking out dangers' in Sumy"", 'Ukraine: Angry Zelensky vows to punish Russian atrocities', 'Ukraine war: UK grants 50 Ukrainian refugee visas so far']";No;Bosch Solarpanels;Poland;truck
07.03.2022;Poland;Political Instability;"[""Ukraine invasion: Volunteers 'working on autopilot'"", 'Ukraine invasion: The children with cancer fleeing war at home', 'Twitter is part of our war effort-Ukraine minister', 'TikTok limits services as Netflix pulls out of Russia', ""Ukraine war 'catastrophic for global food'"", 'Ukraine: India doctor stranded with a jaguar and panther', ""The Papers: 'Running for their lives' as terror 'rains down'"", ""Ukraine: Irish medical student 'blocking out dangers' in Sumy"", 'Ukraine: Angry Zelensky vows to punish Russian atrocities', 'Ukraine war: UK grants 50 Ukrainian refugee visas so far']";No;Bosch Solarpanels;Poland;truck
07.03.2022;Poland;Economic Sanctions;"[""Ukraine invasion: Volunteers 'working on autopilot'"", 'Ukraine invasion: The children with cancer fleeing war at home', 'Twitter is part of our war effort-Ukraine minister', 'TikTok limits services as Netflix pulls out of Russia', ""Ukraine war 'catastrophic for global food'"", 'Ukraine: India doctor stranded with a jaguar and panther', ""The Papers: 'Running for their lives' as terror 'rains down'"", ""Ukraine: Irish medical student 'blocking out dangers' in Sumy"", 'Ukraine: Angry Zelensky vows to punish Russian atrocities', 'Ukraine war: UK grants 50 Ukrainian refugee visas so far']";No;Bosch Solarpanels;Poland;truck
07.03.2022;Russia;Trade Tensions;"[""Ukraine invasion: Volunteers 'working on autopilot'"", 'Ukraine invasion: The children with cancer fleeing war at home', 'Twitter is part of our war effort-Ukraine minister', 'TikTok limits services as Netflix pulls out of Russia', ""Ukraine war 'catastrophic for global food'"", 'Ukraine: India doctor stranded with a jaguar and panther', ""The Papers: 'Running for their lives' as terror 'rains down'"", ""Ukraine: Irish medical student 'blocking out dangers' in Sumy"", 'Ukraine: Angry Zelensky vows to punish Russian atrocities', 'Ukraine war: UK grants 50 Ukrainian refugee visas so far']";No;Bosch Battery;Russia;train
07.03.2022;Russia;Political Instability;"[""Ukraine invasion: Volunteers 'working on autopilot'"", 'Ukraine invasion: The children with cancer fleeing war at home', 'Twitter is part of our war effort-Ukraine minister', 'TikTok limits services as Netflix pulls out of Russia', ""Ukraine war 'catastrophic for global food'"", 'Ukraine: India doctor stranded with a jaguar and panther', ""The Papers: 'Running for their lives' as terror 'rains down'"", ""Ukraine: Irish medical student 'blocking out dangers' in Sumy"", 'Ukraine: Angry Zelensky vows to punish Russian atrocities', 'Ukraine war: UK grants 50 Ukrainian refugee visas so far']";No;Bosch Battery;Russia;train
07.03.2022;Russia;Economic Sanctions;"[""Ukraine invasion: Volunteers 'working on autopilot'"", 'Ukraine invasion: The children with cancer fleeing war at home', 'Twitter is part of our war effort-Ukraine minister', 'TikTok limits services as Netflix pulls out of Russia', ""Ukraine war 'catastrophic for global food'"", 'Ukraine: India doctor stranded with a jaguar and panther', ""The Papers: 'Running for their lives' as terror 'rains down'"", ""Ukraine: Irish medical student 'blocking out dangers' in Sumy"", 'Ukraine: Angry Zelensky vows to punish Russian atrocities', 'Ukraine war: UK grants 50 Ukrainian refugee visas so far']";No;Bosch Battery;Russia;train
07.03.2022;Russia;Conflicts;"[""Ukraine invasion: Volunteers 'working on autopilot'"", 'Ukraine invasion: The children with cancer fleeing war at home', 'Twitter is part of our war effort-Ukraine minister', 'TikTok limits services as Netflix pulls out of Russia', ""Ukraine war 'catastrophic for global food'"", 'Ukraine: India doctor stranded with a jaguar and panther', ""The Papers: 'Running for their lives' as terror 'rains down'"", ""Ukraine: Irish medical student 'blocking out dangers' in Sumy"", 'Ukraine: Angry Zelensky vows to punish Russian atrocities', 'Ukraine war: UK grants 50 Ukrainian refugee visas so far']";No;Bosch Battery;Russia;train
07.03.2022;Belarus;Political Instability;"[""Ukraine invasion: Volunteers 'working on autopilot'"", 'Ukraine invasion: The children with cancer fleeing war at home', 'Twitter is part of our war effort-Ukraine minister', 'TikTok limits services as Netflix pulls out of Russia', ""Ukraine war 'catastrophic for global food'"", 'Ukraine: India doctor stranded with a jaguar and panther', ""The Papers: 'Running for their lives' as terror 'rains down'"", ""Ukraine: Irish medical student 'blocking out dangers' in Sumy"", 'Ukraine: Angry Zelensky vows to punish Russian atrocities', 'Ukraine war: UK grants 50 Ukrainian refugee visas so far']";No;;;
07.03.2022;Belarus;Economic Sanctions;"[""Ukraine invasion: Volunteers 'working on autopilot'"", 'Ukraine invasion: The children with cancer fleeing war at home', 'Twitter is part of our war effort-Ukraine minister', 'TikTok limits services as Netflix pulls out of Russia', ""Ukraine war 'catastrophic for global food'"", 'Ukraine: India doctor stranded with a jaguar and panther', ""The Papers: 'Running for their lives' as terror 'rains down'"", ""Ukraine: Irish medical student 'blocking out dangers' in Sumy"", 'Ukraine: Angry Zelensky vows to punish Russian atrocities', 'Ukraine war: UK grants 50 Ukrainian refugee visas so far']";No;;;
07.03.2022;Belarus;Conflicts;"[""Ukraine invasion: Volunteers 'working on autopilot'"", 'Ukraine invasion: The children with cancer fleeing war at home', 'Twitter is part of our war effort-Ukraine minister', 'TikTok limits services as Netflix pulls out of Russia', ""Ukraine war 'catastrophic for global food'"", 'Ukraine: India doctor stranded with a jaguar and panther', ""The Papers: 'Running for their lives' as terror 'rains down'"", ""Ukraine: Irish medical student 'blocking out dangers' in Sumy"", 'Ukraine: Angry Zelensky vows to punish Russian atrocities', 'Ukraine war: UK grants 50 Ukrainian refugee visas so far']";No;;;
07.03.2022;United States;Economic Sanctions;"[""Ukraine invasion: Volunteers 'working on autopilot'"", 'Ukraine invasion: The children with cancer fleeing war at home', 'Twitter is part of our war effort-Ukraine minister', 'TikTok limits services as Netflix pulls out of Russia', ""Ukraine war 'catastrophic for global food'"", 'Ukraine: India doctor stranded with a jaguar and panther', ""The Papers: 'Running for their lives' as terror 'rains down'"", ""Ukraine: Irish medical student 'blocking out dangers' in Sumy"", 'Ukraine: Angry Zelensky vows to punish Russian atrocities', 'Ukraine war: UK grants 50 Ukrainian refugee visas so far']";No;;;
07.03.2022;China;Economic Sanctions;"[""Ukraine invasion: Volunteers 'working on autopilot'"", 'Ukraine invasion: The children with cancer fleeing war at home', 'Twitter is part of our war effort-Ukraine minister', 'TikTok limits services as Netflix pulls out of Russia', ""Ukraine war 'catastrophic for global food'"", 'Ukraine: India doctor stranded with a jaguar and panther', ""The Papers: 'Running for their lives' as terror 'rains down'"", ""Ukraine: Irish medical student 'blocking out dangers' in Sumy"", 'Ukraine: Angry Zelensky vows to punish Russian atrocities', 'Ukraine war: UK grants 50 Ukrainian refugee visas so far']";No;;;
07.03.2022;United Kingdom;Economic Sanctions;"[""Ukraine invasion: Volunteers 'working on autopilot'"", 'Ukraine invasion: The children with cancer fleeing war at home', 'Twitter is part of our war effort-Ukraine minister', 'TikTok limits services as Netflix pulls out of Russia', ""Ukraine war 'catastrophic for global food'"", 'Ukraine: India doctor stranded with a jaguar and panther', ""The Papers: 'Running for their lives' as terror 'rains down'"", ""Ukraine: Irish medical student 'blocking out dangers' in Sumy"", 'Ukraine: Angry Zelensky vows to punish Russian atrocities', 'Ukraine war: UK grants 50 Ukrainian refugee visas so far']";No;;;
07.03.2022;Syria;Conflicts;"[""Ukraine invasion: Volunteers 'working on autopilot'"", 'Ukraine invasion: The children with cancer fleeing war at home', 'Twitter is part of our war effort-Ukraine minister', 'TikTok limits services as Netflix pulls out of Russia', ""Ukraine war 'catastrophic for global food'"", 'Ukraine: India doctor stranded with a jaguar and panther', ""The Papers: 'Running for their lives' as terror 'rains down'"", ""Ukraine: Irish medical student 'blocking out dangers' in Sumy"", 'Ukraine: Angry Zelensky vows to punish Russian atrocities', 'Ukraine war: UK grants 50 Ukrainian refugee visas so far']";No;;;
07.03.2022;France;Conflicts;"[""Ukraine invasion: Volunteers 'working on autopilot'"", 'Ukraine invasion: The children with cancer fleeing war at home', 'Twitter is part of our war effort-Ukraine minister', 'TikTok limits services as Netflix pulls out of Russia', ""Ukraine war 'catastrophic for global food'"", 'Ukraine: India doctor stranded with a jaguar and panther', ""The Papers: 'Running for their lives' as terror 'rains down'"", ""Ukraine: Irish medical student 'blocking out dangers' in Sumy"", 'Ukraine: Angry Zelensky vows to punish Russian atrocities', 'Ukraine war: UK grants 50 Ukrainian refugee visas so far']";No;;;
07.03.2022;Moldova;Conflicts;"[""Ukraine invasion: Volunteers 'working on autopilot'"", 'Ukraine invasion: The children with cancer fleeing war at home', 'Twitter is part of our war effort-Ukraine minister', 'TikTok limits services as Netflix pulls out of Russia', ""Ukraine war 'catastrophic for global food'"", 'Ukraine: India doctor stranded with a jaguar and panther', ""The Papers: 'Running for their lives' as terror 'rains down'"", ""Ukraine: Irish medical student 'blocking out dangers' in Sumy"", 'Ukraine: Angry Zelensky vows to punish Russian atrocities', 'Ukraine war: UK grants 50 Ukrainian refugee visas so far']";No;;;
08.03.2022;Ukraine;Trade Tensions;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;Bosch Solarpanels;Ukraine;ship
08.03.2022;Ukraine;Economic Sanctions;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;Bosch Solarpanels;Ukraine;ship
08.03.2022;Ukraine;Conflicts;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;Bosch Solarpanels;Ukraine;ship
08.03.2022;Ukraine;natural disasters;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;Bosch Solarpanels;Ukraine;ship
08.03.2022;Russia;Trade Tensions;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;Bosch Battery;Russia;train
08.03.2022;Russia;Economic Sanctions;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;Bosch Battery;Russia;train
08.03.2022;Russia;Conflicts;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;Bosch Battery;Russia;train
08.03.2022;Russia;Political Instability;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;Bosch Battery;Russia;train
08.03.2022;Lebanon;Trade Tensions;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;;;
08.03.2022;Lebanon;Economic Sanctions;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;;;
08.03.2022;Lebanon;Conflicts;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;;;
08.03.2022;Lebanon;regulatory changes;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;;;
08.03.2022;Yemen;Trade Tensions;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;;;
08.03.2022;Yemen;Economic Sanctions;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;;;
08.03.2022;Yemen;Conflicts;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;;;
08.03.2022;Syria;Trade Tensions;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;;;
08.03.2022;Syria;Economic Sanctions;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;;;
08.03.2022;Syria;Conflicts;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;;;
08.03.2022;Tunisia;Trade Tensions;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;;;
08.03.2022;Tunisia;Economic Sanctions;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;;;
